brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,price_usd,mileage_mi,clean_title_flag,accident_reported,model_year_numeric,car_age,scaled_mileage,fuel_type_encoded
Ford,Mustang GT Premium,2011,"74,500 mi.",Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,"$22,000",22000,74500,True,False,2011,15.0,74.5,0.0
Jeep,Compass Sport,2016,"99,000 mi.",Gasoline,172.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,"$5,000",5000,99000,True,True,2016,10.0,99.0,0.0
INFINITI,G37 Sport,2008,"63,496 mi.",Gasoline,330.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,"$15,000",15000,63496,True,False,2008,18.0,63.496,0.0
Ford,F-150 XLT,2022,"18,465 mi.",Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Gray,None reported,Yes,"$47,500",47500,18465,True,False,2022,4.0,18.465,0.0
Porsche,911 Carrera 4S,2007,"42,635 mi.",Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Blue,None reported,Yes,"$72,995",72995,42635,True,False,2007,19.0,42.635,0.0
INFINITI,G35 Base,2005,"99,000 mi.",Gasoline,298.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,"$18,900",18900,99000,True,False,2005,21.0,99.0,0.0
Chrysler,300C Base,2013,"87,500 mi.",Gasoline,292.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,"$13,750",13750,87500,True,False,2013,13.0,87.5,0.0
Toyota,Camry Solara SLE,2007,"138,000 mi.",Gasoline,210.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Beige,None reported,Yes,"$6,800",6800,138000,True,False,2007,19.0,138.0,0.0
Lexus,IS 300 Base,2018,"70,891 mi.",Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,"$28,995",28995,70891,True,False,2018,8.0,70.891,0.0
Buick,Enclave Essence,2020,"55,403 mi.",Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Red,Gray,At least 1 accident or damage reported,Yes,"$29,444",29444,55403,True,True,2020,6.0,55.403,0.0
BMW,M4 Competition xDrive,2022,"3,213 mi.",Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Red,None reported,Yes,"$89,995",89995,3213,True,False,2022,4.0,3.213,0.0
Pontiac,GTO Base,2005,"142,314 mi.",Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Red,At least 1 accident or damage reported,Yes,"$21,999",21999,142314,True,True,2005,21.0,142.314,0.0
Toyota,FJ Cruiser Base,2013,"53,000 mi.",Gasoline,260.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,"$36,740",36740,53000,True,False,2013,13.0,53.0,0.0
Hyundai,Elantra SE,2014,"120,250 mi.",Gasoline,145.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,"$7,500",7500,120250,True,False,2014,12.0,120.25,0.0
Porsche,Macan S,2015,"72,329 mi.",Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,"$29,500",29500,72329,True,False,2015,11.0,72.329,0.0
Hummer,H3 Base,2007,"153,692 mi.",Gasoline,242.0HP 3.7L 5 Cylinder Engine Gasoline Fuel,4-Speed A/T,Beige,Black,None reported,Yes,"$9,995",9995,153692,True,False,2007,19.0,153.692,0.0
Tesla,Model 3 Long Range,2021,"32,670 mi.",,Electric Motor Electric Fuel System,A/T,White,Black,None reported,Yes,"$37,000",37000,32670,True,False,2021,5.0,32.67,
Ford,Transit-350 Base,2018,"235,000 mi.",Gasoline,275.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,,,"$18,000",18000,235000,,,2018,8.0,235.0,0.0
Rivian,R1T Launch Edition,2022,"8,681 mi.",,835.0HP Electric Motor Electric Fuel System,A/T,Gray,Black,None reported,Yes,"$82,000",82000,8681,True,False,2022,4.0,8.681,
Audi,S4 3.0 Prestige,2012,"98,400 mi.",Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,White,None reported,Yes,"$18,000",18000,98400,True,False,2012,14.0,98.4,0.0
Toyota,4Runner SR5 Premium,2023,"1,400 mi.",Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,"$46,500",46500,1400,True,False,2023,3.0,1.4,0.0
Tesla,Model 3 Mid Range,2018,"32,000 mi.",,271.0HP Electric Motor Electric Fuel System,A/T,Black,Black,None reported,Yes,"$29,999",29999,32000,True,False,2018,8.0,32.0,
Ford,F-250 Base,1997,"92,800 mi.",Gasoline,210.0HP 5.8L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,White,Gray,None reported,Yes,"$9,000",9000,92800,True,False,1997,29.0,92.8,0.0
Mercedes-Benz,G-Class G 550 4MATIC,2021,"75,151 mi.",Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"$130,000",130000,75151,True,False,2021,5.0,75.151,0.0
Subaru,Legacy 2.5 GT spec.B,2008,"94,000 mi.",Gasoline,243.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Blue,None reported,Yes,"$12,500",12500,94000,True,False,2008,18.0,94.0,0.0
Mercedes-Benz,E-Class E 350,2014,"67,350 mi.",Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,,At least 1 accident or damage reported,Yes,"$18,700",18700,67350,True,True,2014,12.0,67.35,0.0
BMW,M3 Base,2001,"66,500 mi.",Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,"$21,000",21000,66500,True,False,2001,25.0,66.5,0.0
Mercedes-Benz,C-Class C 250 Sport,2014,"70,612 mi.",Gasoline,201.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,None reported,Yes,"$14,500",14500,70612,True,False,2014,12.0,70.612,0.0
Toyota,Sienna XLE Limited,2007,"112,630 mi.",Gasoline,266.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Silver,Gray,At least 1 accident or damage reported,Yes,"$11,500",11500,112630,True,True,2007,19.0,112.63,0.0
Dodge,Avenger SE,2014,"124,705 mi.",E85 Flex Fuel,283.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,None reported,Yes,"$6,499",6499,124705,True,False,2014,12.0,124.705,
BMW,M240 i,2018,"61,000 mi.",Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,At least 1 accident or damage reported,Yes,"$34,000",34000,61000,True,True,2018,8.0,61.0,0.0
RAM,3500 SLT,2017,"157,272 mi.",Diesel,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,"$32,999",32999,157272,True,True,2017,9.0,157.272,1.0
Mercedes-Benz,GL-Class GL 450 4MATIC,2015,"84,000 mi.",Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Gray,None reported,Yes,"$20,399",20399,84000,True,False,2015,11.0,84.0,0.0
Jeep,Gladiator Rubicon,2020,"27,981 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,"$47,500",47500,27981,True,False,2020,6.0,27.981,0.0
Bentley,Continental GT Base,2009,"18,000 mi.",Gasoline,552.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,None reported,Yes,"$63,000",63000,18000,True,False,2009,17.0,18.0,0.0
Tesla,Model 3 Long Range,2019,"27,123 mi.",,425.0HP Electric Motor Electric Fuel System,A/T,Red,Black,None reported,Yes,"$38,200",38200,27123,True,False,2019,7.0,27.123,
Chevrolet,Corvette Stingray w/2LT,2021,"3,053 mi.",Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Gray,None reported,Yes,"$83,900",83900,3053,True,False,2021,5.0,3.053,0.0
Audi,Q5 3.0T Premium Plus,2015,"60,251 mi.",Gasoline,272.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,"$19,000",19000,60251,True,True,2015,11.0,60.251,0.0
Mazda,MX-5 Miata Club,2021,"5,093 mi.",Gasoline,181.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,"$28,000",28000,5093,True,False,2021,5.0,5.093,0.0
Bentley,Bentayga W12 Signature,2018,"31,875 mi.",Gasoline,600.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,"$115,785",115785,31875,True,False,2018,8.0,31.875,0.0
Mercedes-Benz,S-Class S500,2005,"175,722 mi.",Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,"$7,000",7000,175722,True,False,2005,21.0,175.722,0.0
BMW,M6 Base,2015,"17,900 mi.",Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,"$59,900",59900,17900,True,False,2015,11.0,17.9,0.0
GMC,Yukon SLT,2015,"142,792 mi.",Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Brown,None reported,Yes,"$22,999",22999,142792,True,False,2015,11.0,142.792,0.0
BMW,750 iL,2001,"53,814 mi.",Gasoline,326.0HP 5.4L 12 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Gray,,,"$11,800",11800,53814,,,2001,25.0,53.814,0.0
Toyota,Tundra Limited,2010,"89,400 mi.",Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,"$26,900",26900,89400,True,False,2010,16.0,89.4,0.0
Chrysler,300C Base,2007,"86,000 mi.",Gasoline,340.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Black,None reported,Yes,"$15,000",15000,86000,True,False,2007,19.0,86.0,0.0
Smart,ForTwo Pure,2008,"61,595 mi.",Gasoline,70.0HP 1.0L 3 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Gray,None reported,Yes,"$5,000",5000,61595,True,False,2008,18.0,61.595,0.0
Toyota,Tundra SR,2018,"74,000 mi.",E85 Flex Fuel,381.0HP 5.7L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Beige,Black,At least 1 accident or damage reported,Yes,"$38,000",38000,74000,True,True,2018,8.0,74.0,
Hummer,H2 Base,2004,"130,000 mi.",Gasoline,316.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,"$16,500",16500,130000,True,True,2004,22.0,130.0,0.0
BMW,ALPINA B7 Base,2015,"86,000 mi.",Gasoline,540.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,White,At least 1 accident or damage reported,Yes,"$29,000",29000,86000,True,True,2015,11.0,86.0,0.0
Land Rover,Rover Range Rover Sport Supercharged,2008,"140,600 mi.",Gasoline,390.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Beige,None reported,Yes,"$7,500",7500,140600,True,False,2008,18.0,140.6,0.0
Audi,A4 2.0T Tech Premium,2018,"27,532 mi.",Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,"$27,900",27900,27532,True,False,2018,8.0,27.532,0.0
Ford,Focus SE,2017,"91,000 mi.",E85 Flex Fuel,160.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Gray,Black,None reported,Yes,"$12,500",12500,91000,True,False,2017,9.0,91.0,
Mercedes-Benz,E-Class E 550 4MATIC,2014,"63,000 mi.",Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,"$28,500",28500,63000,True,False,2014,12.0,63.0,0.0
Jeep,Wrangler Unlimited 4xe Sahara,2022,"10,500 mi.",Plug-In Hybrid,375.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Green,Beige,None reported,Yes,"$49,999",49999,10500,True,False,2022,4.0,10.5,
Mercedes-Benz,M-Class ML 350 4MATIC,2014,"75,073 mi.",E85 Flex Fuel,302.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,7-Speed A/T,Gray,Black,None reported,Yes,"$21,500",21500,75073,True,False,2014,12.0,75.073,
Jeep,Wrangler Sahara,2008,"140,000 mi.",Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,,At least 1 accident or damage reported,Yes,"$9,000",9000,140000,True,True,2008,18.0,140.0,0.0
Mercedes-Benz,A-Class A 220 4MATIC,2019,"30,300 mi.",Gasoline,188.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,"$30,500",30500,30300,True,False,2019,7.0,30.3,0.0
Chevrolet,Malibu 1LT,2009,"139,000 mi.",Gasoline,169.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,"$4,200",4200,139000,True,False,2009,17.0,139.0,0.0
Hummer,H3 Base,2006,"118,000 mi.",Gasoline,220.0HP 3.5L 5 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,"$17,900",17900,118000,True,False,2006,20.0,118.0,0.0
BMW,i8 Base,2015,"51,000 mi.",Plug-In Hybrid,357.0HP 1.5L 3 Cylinder Engine Plug-In Electric/Gas,Transmission w/Dual Shift Mode,Gray,Brown,None reported,Yes,"$53,000",53000,51000,True,False,2015,11.0,51.0,
Cadillac,XLR Base,2009,"69,423 mi.",Gasoline,320.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,None reported,Yes,"$36,500",36500,69423,True,False,2009,17.0,69.423,0.0
Lincoln,MKZ Select,2017,"52,284 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Beige,At least 1 accident or damage reported,Yes,"$12,500",12500,52284,True,True,2017,9.0,52.284,0.0
Chevrolet,Silverado 1500 W/T,2006,"111,228 mi.",Gasoline,195.0HP 4.3L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,"$4,000",4000,111228,True,True,2006,20.0,111.228,0.0
Land Rover,Rover Range Rover Sport HSE,2019,"52,300 mi.",Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,"$49,900",49900,52300,True,False,2019,7.0,52.3,0.0
Nissan,Titan SL,2021,"95,993 mi.",Gasoline,5.6L V8 32V GDI DOHC,9-Speed Automatic,White,Black,None reported,Yes,"$32,612",32612,95993,True,False,2021,5.0,95.993,0.0
Kia,Telluride SX,2022,"26,716 mi.",Gasoline,"LAMBDA II 3.8L V-6 gasoline direct injection, DOHC, D-CVVT varia",Automatic,Dark Moss,Black,None reported,,"$47,541",47541,26716,,False,2022,4.0,26.716,0.0
Chevrolet,Tahoe RST,2023,"39,517 mi.",Gasoline,5.3L V8 16V GDI OHV,10-Speed Automatic,Black,Jet Black,At least 1 accident or damage reported,,"$67,190",67190,39517,,True,2023,3.0,39.517,0.0
Ford,Mustang GT Premium,2019,"31,600 mi.",Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Gray,None reported,Yes,"$41,000",41000,31600,True,False,2019,7.0,31.6,0.0
BMW,330 i,2017,"83,298 mi.",Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"$18,300",18300,83298,True,False,2017,9.0,83.298,0.0
Land Rover,Rover Range Rover Sport 3.0L Supercharged HSE,2017,"95,212 mi.",Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Brown,Beige,None reported,Yes,"$31,599",31599,95212,True,False,2017,9.0,95.212,0.0
Porsche,911 Carrera,2010,"61,600 mi.",Gasoline,345.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,"$51,750",51750,61600,True,False,2010,16.0,61.6,0.0
INFINITI,QX56 Base,2011,"130,921 mi.",Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Transmission Overdrive Switch,White,Beige,None reported,Yes,"$12,000",12000,130921,True,False,2011,15.0,130.921,0.0
RAM,2500 Tradesman,2020,"41,000 mi.",Gasoline,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Gray,,,"$45,515",45515,41000,,,2020,6.0,41.0,0.0
BMW,840 i xDrive,2024,"1,500 mi.",Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Gray,Brown,None reported,Yes,"$90,000",90000,1500,True,False,2024,2.0,1.5,0.0
MINI,Clubman Cooper S ALL4,2017,"79,950 mi.",Gasoline,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,"$17,390",17390,79950,True,False,2017,9.0,79.95,0.0
Cadillac,Escalade ESV Premium Luxury Platinum,2021,"31,500 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,"$95,000",95000,31500,True,False,2021,5.0,31.5,0.0
Audi,R8 5.2 V10 plus,2017,"61,000 mi.",Gasoline,610.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,"$140,000",140000,61000,True,False,2017,9.0,61.0,0.0
RAM,2500 Big Horn,2021,"45,867 mi.",Gasoline,6.4L V8 16V MPFI OHV,Automatic,Billet Silver Metallic Clearcoat,Diesel Gray / Black,None reported,Yes,"$43,449",43449,45867,True,False,2021,5.0,45.867,0.0
Porsche,911 Carrera 4,2014,"22,700 mi.",Gasoline,350.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed M/T,Silver,Black,At least 1 accident or damage reported,Yes,"$85,500",85500,22700,True,True,2014,12.0,22.7,0.0
Bentley,Continental GT Base,2009,"43,000 mi.",Gasoline,552.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"$48,500",48500,43000,True,False,2009,17.0,43.0,0.0
Toyota,Tundra SR5,2015,"99,000 mi.",Gasoline,310.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Gray,None reported,Yes,"$27,000",27000,99000,True,False,2015,11.0,99.0,0.0
Toyota,4Runner SR5,2006,"135,000 mi.",Gasoline,236.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,"$16,900",16900,135000,True,False,2006,20.0,135.0,0.0
Cadillac,CTS 2.0L Turbo Luxury,2019,"46,000 mi.",Gasoline,265.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,"$29,000",29000,46000,True,True,2019,7.0,46.0,0.0
Ford,Focus SE,2014,"79,615 mi.",Gasoline,2.0L I4 16V GDI DOHC,6-Speed Automatic with Auto-Shift,Black,Charcoal Black,None reported,Yes,"$10,995",10995,79615,True,False,2014,12.0,79.615,0.0
BMW,M5 Base,2021,"13,250 mi.",Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Alpine White,Aragon Brown,None reported,,"$86,900",86900,13250,,False,2021,5.0,13.25,0.0
Land Rover,Rover Range Rover 3.0L V6 Supercharged HSE,2019,"41,200 mi.",Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,"$60,500",60500,41200,True,False,2019,7.0,41.2,0.0
Cadillac,Escalade ESV Luxury,2016,"116,500 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Brown,At least 1 accident or damage reported,Yes,"$30,500",30500,116500,True,True,2016,10.0,116.5,0.0
Acura,NSX Base,1993,"75,980 mi.",,,A/T,Silver,Black,None reported,Yes,"$90,200",90200,75980,True,False,1993,33.0,75.98,
Chevrolet,Corvette Z06,2018,"24,059 mi.",Gasoline,650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,"$87,150",87150,24059,True,False,2018,8.0,24.059,0.0
Audi,Q5 2.0T Premium Plus,2015,"118,500 mi.",E85 Flex Fuel,220.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,A/T,Silver,Black,At least 1 accident or damage reported,Yes,"$15,400",15400,118500,True,True,2015,11.0,118.5,
BMW,ALPINA B7 ALPINA B7 xDrive,2020,"15,097 mi.",Gasoline,4.4 Liter Twin Turbo,Automatic,Frozen Dark Silver Metallic,Black,None reported,,"$99,998",99998,15097,,False,2020,6.0,15.097,0.0
Maserati,Ghibli S Q4,2018,"20,000 mi.",Gasoline,424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Brown,None reported,Yes,"$43,000",43000,20000,True,False,2018,8.0,20.0,0.0
BMW,228 Gran Coupe i xDrive,2020,"10,426 mi.",Gasoline,2.0 Liter Turbo,Automatic,Black Sapphire Metallic,Oyster/Black,None reported,,"$30,798",30798,10426,,False,2020,6.0,10.426,0.0
Ford,Expedition Limited,2023,"9,500 mi.",Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Red,At least 1 accident or damage reported,Yes,"$63,500",63500,9500,True,True,2023,3.0,9.5,0.0
Nissan,Frontier SE Crew Cab,2006,"134,000 mi.",Gasoline,265.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,At least 1 accident or damage reported,Yes,"$8,500",8500,134000,True,True,2006,20.0,134.0,0.0
Subaru,BRZ Limited,2022,"10,500 mi.",Gasoline,228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,,None reported,Yes,"$32,500",32500,10500,True,False,2022,4.0,10.5,0.0
Chevrolet,Malibu LT,2018,"53,100 mi.",Gasoline,160.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,None reported,Yes,"$17,500",17500,53100,True,False,2018,8.0,53.1,0.0
Ford,Focus SEL,2017,"80,134 mi.",E85 Flex Fuel,2.0L I4 16V GDI DOHC Flexible Fuel,6-Speed Automatic with Auto-Shift,White,Charcoal Black,None reported,Yes,"$13,895",13895,80134,True,False,2017,9.0,80.134,
Nissan,Rogue Sport S,2021,"24,000 mi.",Gasoline,141.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,"$25,500",25500,24000,True,False,2021,5.0,24.0,0.0
Volvo,C70 T5,2006,"61,000 mi.",Gasoline,218.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Beige,None reported,Yes,"$10,299",10299,61000,True,False,2006,20.0,61.0,0.0
Lincoln,Nautilus Reserve,2021,"19,700 mi.",Gasoline,335.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,"$48,000",48000,19700,True,False,2021,5.0,19.7,0.0
Mercedes-Benz,AMG GT Base,2018,"28,182 mi.",Gasoline,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Brown,At least 1 accident or damage reported,Yes,"$84,500",84500,28182,True,True,2018,8.0,28.182,0.0
Ford,Mustang EcoBoost Premium,2017,"59,500 mi.",Gasoline,310.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,"$21,000",21000,59500,True,True,2017,9.0,59.5,0.0
Ford,Ranger XLT,1999,"115,402 mi.",E85 Flex Fuel,152.0HP 3.0L V6 Cylinder Engine Flex Fuel Capability,A/T,Gold,Beige,None reported,Yes,"$8,000",8000,115402,True,False,1999,27.0,115.402,
GMC,Yukon SLT,2018,"85,500 mi.",Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,"$35,899",35899,85500,True,True,2018,8.0,85.5,0.0
RAM,2500 Big Horn,2020,"51,000 mi.",Gasoline,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,None reported,Yes,"$44,900",44900,51000,True,False,2020,6.0,51.0,0.0
Tesla,Model Y Performance,2021,"17,500 mi.",,455.0HP Electric Motor Electric Fuel System,A/T,Gray,White,None reported,Yes,"$45,000",45000,17500,True,False,2021,5.0,17.5,
Lexus,ES 350 Base,2011,"132,000 mi.",Gasoline,272.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,"$9,999",9999,132000,True,False,2011,15.0,132.0,0.0
Jeep,Wrangler Rubicon Hard Rock,2016,"67,882 mi.",Gasoline,3.6 Liter,Automatic,White,Black,None reported,,"$32,798",32798,67882,,False,2016,10.0,67.882,0.0
Volvo,XC90 T6 Momentum,2018,"62,000 mi.",Gasoline,316.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,"$30,500",30500,62000,True,False,2018,8.0,62.0,0.0
Porsche,911 R,2016,"12,454 mi.",Gasoline,500.0HP 4.0L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Purple,Black,None reported,Yes,"$210,000",210000,12454,True,False,2016,10.0,12.454,0.0
BMW,M6 Gran Coupe Base,2017,"27,965 mi.",Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Green,Black,None reported,Yes,"$58,000",58000,27965,True,False,2017,9.0,27.965,0.0
Cadillac,Escalade ESV Platinum Edition,2013,"119,000 mi.",E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,,,"$20,500",20500,119000,,,2013,13.0,119.0,
BMW,X5 xDrive35i,2018,"48,000 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,"$32,000",32000,48000,True,False,2018,8.0,48.0,0.0
